trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
89,False,"{'a': 0.25, 'e': 0.4106557527523455}",20,7,-19.285700691133933,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
90,False,"{'a': 0.25, 'e': 0.40656965974059911}",30,0,-6.039968062657128,"{0: 25, 1: 1, 2: 4, 3: 0, 4: 0}",0
91,False,"{'a': 0.25, 'e': 0.40252422403363597}",35,0,-143.8656672283323,"{0: 26, 1: 1, 2: 5, 3: 0, 4: 3}",0
92,False,"{'a': 0.25, 'e': 0.39851904108451414}",30,17,-39.93898183380369,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 1}",1
93,False,"{'a': 0.25, 'e': 0.39455371037160109}",25,5,12.327836934708685,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
94,False,"{'a': 0.25, 'e': 0.39062783535852108}",20,12,-79.29459850618437,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 2}",1
95,False,"{'a': 0.25, 'e': 0.38674102345450118}",20,10,4.8704744301759835,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
96,False,"{'a': 0.25, 'e': 0.38289288597511206}",20,12,-5.1108053996755505,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
97,False,"{'a': 0.25, 'e': 0.37908303810339883}",20,6,4.176298195426538,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
98,False,"{'a': 0.25, 'e': 0.37531109885139957}",20,12,1.7379854586967602,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
99,False,"{'a': 0.25, 'e': 0.37157669102204571}",30,10,-100.83123782679748,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",1
100,False,"{'a': 0.25, 'e': 0.36787944117144233}",25,2,-20.65318122654054,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 0}",1
101,False,"{'a': 0.25, 'e': 0.36421897957152333}",25,7,-45.170339834154404,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 0}",1
102,False,"{'a': 0.25, 'e': 0.3605949401730783}",20,0,-64.27852140011518,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
103,False,"{'a': 0.25, 'e': 0.35700696056914738}",20,11,2.0516259615901427,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
