trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
22,True,"{'a': 0, 'e': 0}",25,11,19.2158106901287,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0, 'e': 0}",25,15,18.551428331863306,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0, 'e': 0}",35,0,45.740639774446635,"{0: 34, 1: 1, 2: 0, 3: 0, 4: 0}",0
25,True,"{'a': 0, 'e': 0}",25,11,13.021827648389337,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0, 'e': 0}",25,17,15.306927515115166,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0, 'e': 0}",25,14,17.850511558930307,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0, 'e': 0}",25,11,17.67861993343572,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0, 'e': 0}",25,2,30.137880773085527,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0, 'e': 0}",30,14,27.09694211640852,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0, 'e': 0}",20,13,10.772704222612635,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0, 'e': 0}",30,17,14.8396791778848,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0, 'e': 0}",35,27,15.071991025897297,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0, 'e': 0}",25,13,18.238342308124682,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0, 'e': 0}",20,12,15.493971027063884,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0, 'e': 0}",20,16,7.062853594478794,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0, 'e': 0}",20,13,6.440539191735324,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0, 'e': 0}",20,3,28.291362894180345,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0, 'e': 0}",25,11,21.306780285433128,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0, 'e': 0}",30,6,43.07910292511751,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,True,"{'a': 0, 'e': 0}",25,3,34.29007351627737,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0, 'e': 0}",20,0,14.78733073107783,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
43,True,"{'a': 0, 'e': 0}",20,11,13.641299333984628,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,True,"{'a': 0, 'e': 0}",35,19,30.516760038874217,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'a': 0, 'e': 0}",25,18,13.938094635652236,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,True,"{'a': 0, 'e': 0}",25,13,23.3162435709978,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'a': 0, 'e': 0}",20,6,23.782513195266354,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0, 'e': 0}",20,0,7.039540726994225,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
49,True,"{'a': 0, 'e': 0}",30,2,37.19447697287995,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,True,"{'a': 0, 'e': 0}",20,10,17.89121982881513,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
51,True,"{'a': 0, 'e': 0}",30,23,12.669156276936187,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
52,True,"{'a': 0, 'e': 0}",35,17,27.067794037859258,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,True,"{'a': 0, 'e': 0}",30,21,19.9123384930194,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
54,True,"{'a': 0, 'e': 0}",20,5,15.472733770498118,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
