trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
140,False,"{'a': 0.75, 'e': 0.7310585786300049}",35,18,-65.07147372103996,"{0: 9, 1: 2, 2: 5, 3: 1, 4: 0}",1
141,False,"{'a': 0.75, 'e': 0.710949502625004}",25,0,-265.9788400765141,"{0: 11, 1: 1, 2: 7, 3: 2, 4: 4}",0
142,False,"{'a': 0.75, 'e': 0.6899744811276125}",35,0,-152.2544030811296,"{0: 22, 1: 5, 2: 5, 3: 1, 4: 2}",0
143,False,"{'a': 0.75, 'e': 0.66818777216816616}",30,11,-78.44420774233278,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 1}",1
144,False,"{'a': 0.75, 'e': 0.6456563062257954}",30,0,-214.9413061956772,"{0: 16, 1: 2, 2: 8, 3: 1, 4: 3}",0
145,False,"{'a': 0.75, 'e': 0.62245933120185459}",20,0,-172.40235657182262,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 3}",0
146,False,"{'a': 0.75, 'e': 0.598687660112452}",20,11,-20.29954628364622,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
147,False,"{'a': 0.75, 'e': 0.57444251681165892}",20,0,-164.12387722190905,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
148,False,"{'a': 0.75, 'e': 0.54983399731247784}",20,5,-3.6382039454196935,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
149,False,"{'a': 0.75, 'e': 0.52497918747894001}",30,15,-110.62558112362726,"{0: 8, 1: 1, 2: 4, 3: 0, 4: 2}",1
150,False,"{'a': 0.75, 'e': 0.5}",20,2,-37.85047359645719,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
151,False,"{'a': 0.75, 'e': 0.47502081252105999}",25,0,-76.88933007202651,"{0: 18, 1: 1, 2: 3, 3: 3, 4: 0}",0
152,False,"{'a': 0.75, 'e': 0.45016600268752205}",25,0,3.37783067860312,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
153,False,"{'a': 0.75, 'e': 0.42555748318834097}",25,0,-101.67494702305464,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",0
154,False,"{'a': 0.75, 'e': 0.401312339887548}",20,0,-44.47789831339402,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
155,False,"{'a': 0.75, 'e': 0.37754066879814541}",20,9,12.45166864381688,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.75, 'e': 0.3543436937742046}",25,16,-28.93236223386775,"{0: 6, 1: 0, 2: 2, 3: 1, 4: 0}",1
157,False,"{'a': 0.75, 'e': 0.33181222783183384}",20,4,-25.965316691263446,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
158,False,"{'a': 0.75, 'e': 0.3100255188723875}",20,0,-40.18680193859002,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
159,False,"{'a': 0.75, 'e': 0.28905049737499611}",25,13,9.021042437757332,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
160,False,"{'a': 0.75, 'e': 0.2689414213699951}",20,12,14.800562560432576,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.75, 'e': 0.24973989440488231}",20,0,-34.88285773315965,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
162,False,"{'a': 0.75, 'e': 0.23147521650098224}",20,3,8.634690243585256,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
163,False,"{'a': 0.75, 'e': 0.21416501695744139}",20,9,0.3591092428695237,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
164,False,"{'a': 0.75, 'e': 0.1978161114414182}",25,11,21.563433402360264,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.75, 'e': 0.18242552380635635}",30,14,4.925716817813923,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
166,False,"{'a': 0.75, 'e': 0.16798161486607555}",35,15,-34.99464556369824,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",1
167,False,"{'a': 0.75, 'e': 0.15446526508353475}",20,6,-26.72266037263584,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
168,False,"{'a': 0.75, 'e': 0.14185106490048771}",25,16,17.21681591731233,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.75, 'e': 0.13010847436299788}",30,13,32.10854453132658,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.75, 'e': 0.11920292202211769}",30,7,30.528155014173645,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.75, 'e': 0.10909682119561293}",20,16,9.50981539001832,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.75, 'e': 0.099750489119685204}",20,13,6.657233248321073,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.75, 'e': 0.091122961014856174}",25,7,-23.14783618663041,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
174,False,"{'a': 0.75, 'e': 0.083172696493922338}",25,13,9.013490149332513,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
175,False,"{'a': 0.75, 'e': 0.075858180021243449}",20,10,19.158517778498105,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.75, 'e': 0.069138420343346718}",20,13,10.667064659512441,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.75, 'e': 0.062973356056996499}",20,13,-8.9838781817878,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
178,False,"{'a': 0.75, 'e': 0.057324175898868734}",20,13,14.78322074483907,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.75, 'e': 0.052153563078417675}",20,7,25.86623210820919,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.75, 'e': 0.047425873177566635}",20,12,12.535302026187178,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.75, 'e': 0.043107254941086137}",30,12,32.54577573841736,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.75, 'e': 0.039165722796764335}",35,13,36.03336047396361,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
